uname,date,time,lat,long,altitude,velocity,ax,ay,az,gx,gy,gz
bunny,7/9/2021,11:03:41,36.0602219991453,120.9396536625356,38.87128555,0.1243394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:42,36.0602219991453,120.9396536625356,38.87128555,0.1243394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:43,36.0602219991453,120.9396536625356,38.87128555,0.1243394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:44,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:45,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:46,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:47,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:48,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:49,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:50,36.06021538811966,120.93966004757834,38.84483373,0.114394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:51,36.0602217117094,120.93965480612535,38.84020971,0.0789738,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:52,36.0602217117094,120.93965480612535,38.84020971,0.0789738,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:53,36.0602217117094,120.93965480612535,38.84020971,0.0789738,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:54,36.0602217117094,120.93965480612535,38.84020971,0.0789738,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:55,36.0602217117094,120.93965480612535,38.84020971,0.0789738,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:56,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:57,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:58,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:59,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:00,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:01,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:02,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:03,36.06019133931624,120.9397045522792,38.86010912,0.8292426,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:04,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:05,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:06,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:07,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:08,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:09,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:10,36.060218262478635,120.93965842749287,38.80778624,0.4600873,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:11,36.06021989128205,120.93965452022792,38.97524516,0.1156915,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:12,36.06021989128205,120.93965452022792,38.97524516,0.1156915,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:13,36.06021989128205,120.93965452022792,38.97524516,0.1156915,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:14,36.06021989128205,120.93965452022792,38.97524516,0.1156915,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:15,36.06021989128205,120.93965452022792,38.97524516,0.1156915,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:04:16,36.06022161589743,120.93965652150997,38.92324183,0.046189,2.4,-1.1,8.4,0,-0.1,-0.1
